sku_id,week_start,units_sold,revenue,promo_flag,is_holiday,category,on_hand_units,on_order_units,lead_time_days,reorder_point
SKU0001,2025-05-12,27,255606.02999999997,0,0,Small Appliances,81.0,0.0,10.0,42.0
SKU0001,2025-05-19,32,302940.48,0,0,Small Appliances,48.0,0.0,10.0,42.0
SKU0001,2025-05-26,35,331341.14999999997,0,0,Small Appliances,1.0,68.0,10.0,42.0
SKU0001,2025-06-02,24,227205.36,0,0,Small Appliances,45.0,0.0,10.0,42.0
SKU0001,2025-06-09,36,329447.76999999996,1,0,Small Appliances,81.0,0.0,10.0,42.0
SKU0001,2025-06-16,69,563753.28,1,0,Small Appliances,12.0,85.0,10.0,42.0
SKU0001,2025-06-23,37,350274.93,0,0,Small Appliances,12.0,85.0,10.0,42.0
SKU0001,2025-06-30,32,302940.48,0,0,Small Appliances,50.0,0.0,10.0,42.0
SKU0001,2025-07-07,28,265072.92,0,0,Small Appliances,18.0,82.0,10.0,42.0
SKU0001,2025-07-14,34,321874.26,0,0,Small Appliances,70.0,0.0,10.0,42.0
SKU0001,2025-07-21,29,274539.81,0,0,Small Appliances,36.0,93.0,10.0,42.0
SKU0001,2025-07-28,31,293473.58999999997,0,0,Small Appliances,89.0,0.0,10.0,42.0
SKU0001,2025-08-04,29,274539.81,0,0,Small Appliances,58.0,0.0,10.0,42.0
SKU0001,2025-08-11,30,284006.69999999995,0,1,Small Appliances,30.0,69.0,10.0,42.0
SKU0001,2025-08-18,29,274539.81,0,0,Small Appliances,70.0,0.0,10.0,42.0
SKU0001,2025-08-25,38,359741.81999999995,0,0,Small Appliances,70.0,0.0,10.0,42.0
SKU0001,2025-09-01,30,284006.69999999995,0,0,Small Appliances,116.0,0.0,10.0,42.0
SKU0001,2025-09-08,21,198804.69,0,0,Small Appliances,87.0,0.0,10.0,42.0
SKU0001,2025-09-15,28,265072.92,0,0,Small Appliances,66.0,0.0,10.0,42.0
SKU0001,2025-09-22,31,293473.58999999997,0,0,Small Appliances,34.0,65.0,10.0,42.0
SKU0001,2025-09-29,29,274539.81,0,1,Small Appliances,66.0,0.0,10.0,42.0
SKU0001,2025-10-06,22,208271.58,0,0,Small Appliances,34.0,81.0,10.0,42.0
SKU0001,2025-10-13,44,364001.93,1,0,Small Appliances,91.0,0.0,10.0,42.0
SKU0001,2025-10-20,35,307200.57999999996,1,0,Small Appliances,40.0,78.0,10.0,42.0
SKU0001,2025-10-27,24,227205.36,0,1,Small Appliances,84.0,0.0,10.0,42.0
SKU0001,2025-11-03,28,265072.92,0,0,Small Appliances,56.0,0.0,10.0,42.0
SKU0001,2025-11-10,27,255606.02999999997,0,0,Small Appliances,26.0,74.0,10.0,42.0
SKU0001,2025-11-17,23,217738.46999999997,0,0,Small Appliances,78.0,0.0,10.0,42.0
SKU0001,2025-11-24,53,427903.42,1,0,Small Appliances,78.0,0.0,10.0,42.0
SKU0001,2025-12-01,34,310513.99,1,0,Small Appliances,95.0,0.0,10.0,42.0
SKU0001,2025-12-08,28,265072.92,0,0,Small Appliances,65.0,0.0,10.0,42.0
SKU0001,2025-12-15,27,255606.02999999997,0,0,Small Appliances,37.0,71.0,10.0,42.0
SKU0001,2025-12-22,26,246139.13999999998,0,1,Small Appliances,80.0,0.0,10.0,42.0
SKU0002,2025-01-13,86,538338.5,0,0,Small Appliances,316.0,799.0,28.0,468.0
SKU0002,2025-01-20,104,651014.0,0,1,Small Appliances,204.0,799.0,28.0,468.0
SKU0002,2025-01-27,134,838806.5,0,0,Small Appliances,29.0,799.0,28.0,468.0
SKU0002,2025-02-03,18,112675.5,0,0,Small Appliances,0.0,799.0,28.0,468.0
SKU0002,2025-02-10,70,438182.5,0,0,Small Appliances,745.0,0.0,28.0,468.0
SKU0002,2025-02-17,146,913923.5,0,0,Small Appliances,601.0,0.0,28.0,468.0
SKU0002,2025-02-24,164,1026599.0,0,0,Small Appliances,438.0,1099.0,28.0,468.0
SKU0002,2025-03-03,152,951482.0,0,0,Small Appliances,288.0,1099.0,28.0,468.0
SKU0002,2025-03-10,130,813767.5,0,0,Small Appliances,1243.0,0.0,28.0,468.0
SKU0002,2025-03-17,143,895144.25,0,0,Small Appliances,1106.0,0.0,28.0,468.0
SKU0002,2025-03-24,140,876365.0,0,0,Small Appliances,1106.0,0.0,28.0,468.0
SKU0002,2025-03-31,153,957741.75,0,0,Small Appliances,912.0,0.0,28.0,468.0
SKU0002,2025-04-07,142,888884.5,0,0,Small Appliances,753.0,0.0,28.0,468.0
SKU0002,2025-04-14,132,826287.0,0,0,Small Appliances,620.0,0.0,28.0,468.0
SKU0002,2025-04-21,125,782468.75,0,0,Small Appliances,488.0,0.0,28.0,468.0
SKU0002,2025-04-28,117,732390.75,0,0,Small Appliances,312.0,966.0,28.0,468.0
SKU0002,2025-05-05,120,751170.0,0,0,Small Appliances,1174.0,0.0,28.0,468.0
SKU0002,2025-05-12,112,701092.0,0,0,Small Appliances,1064.0,0.0,28.0,468.0
SKU0002,2025-05-19,114,713611.5,0,0,Small Appliances,935.0,0.0,28.0,468.0
SKU0002,2025-05-26,104,651014.0,0,0,Small Appliances,800.0,0.0,28.0,468.0
SKU0002,2025-06-02,97,607195.75,0,0,Small Appliances,703.0,0.0,28.0,468.0
SKU0002,2025-06-09,101,612516.54,1,0,Small Appliances,602.0,0.0,28.0,468.0
SKU0002,2025-06-16,165,890136.44,1,0,Small Appliances,437.0,738.0,28.0,468.0
SKU0002,2025-06-23,94,588416.5,0,0,Small Appliances,437.0,738.0,28.0,468.0
SKU0002,2025-06-30,65,406883.75,0,0,Small Appliances,312.0,738.0,28.0,468.0
SKU0002,2025-07-07,69,431922.75,0,0,Small Appliances,999.0,0.0,28.0,468.0
SKU0002,2025-07-14,72,450702.0,0,0,Small Appliances,931.0,0.0,28.0,468.0
SKU0002,2025-07-21,62,388104.5,0,0,Small Appliances,853.0,0.0,28.0,468.0
SKU0002,2025-07-28,63,394364.25,0,0,Small Appliances,756.0,0.0,28.0,468.0
SKU0002,2025-08-04,37,231610.75,0,0,Small Appliances,721.0,0.0,28.0,468.0
SKU0002,2025-08-11,42,262909.5,0,1,Small Appliances,679.0,0.0,28.0,468.0
SKU0002,2025-08-18,38,237870.5,0,0,Small Appliances,644.0,0.0,28.0,468.0
SKU0002,2025-08-25,45,281688.75,0,0,Small Appliances,644.0,0.0,28.0,468.0
SKU0002,2025-09-01,54,338026.5,0,0,Small Appliances,581.0,0.0,28.0,468.0
SKU0002,2025-09-08,32,200312.0,0,0,Small Appliances,534.0,0.0,28.0,468.0
SKU0002,2025-09-15,32,200312.0,0,0,Small Appliances,498.0,0.0,28.0,468.0
SKU0002,2025-09-22,20,125195.0,0,0,Small Appliances,463.0,1100.0,28.0,468.0
SKU0002,2025-09-29,25,156493.75,0,1,Small Appliances,1540.0,0.0,28.0,468.0
SKU0002,2025-10-06,32,200312.0,0,0,Small Appliances,1514.0,0.0,28.0,468.0
SKU0002,2025-10-13,34,187479.51,1,0,Small Appliances,1479.0,0.0,28.0,468.0
SKU0002,2025-10-20,39,224412.03999999998,1,0,Small Appliances,1429.0,0.0,28.0,468.0
SKU0002,2025-10-27,18,112675.5,0,1,Small Appliances,1403.0,0.0,28.0,468.0
SKU0002,2025-11-03,9,56337.75,0,0,Small Appliances,1394.0,0.0,28.0,468.0
SKU0002,2025-11-10,27,169013.25,0,0,Small Appliances,1370.0,0.0,28.0,468.0
SKU0002,2025-11-17,23,143974.25,0,0,Small Appliances,1351.0,0.0,28.0,468.0
SKU0002,2025-11-24,27,143661.26,1,0,Small Appliances,1351.0,0.0,28.0,468.0
SKU0002,2025-12-01,27,161501.55,1,0,Small Appliances,1309.0,0.0,28.0,468.0
SKU0002,2025-12-08,4,25039.0,0,0,Small Appliances,1288.0,0.0,28.0,468.0
SKU0002,2025-12-15,11,68857.25,0,0,Small Appliances,1286.0,0.0,28.0,468.0
SKU0002,2025-12-22,15,93896.25,0,1,Small Appliances,1273.0,0.0,28.0,468.0
SKU0003,2025-04-07,150,1145200.5,0,0,Furnishings,118.0,755.0,17.0,357.0
SKU0003,2025-04-14,0,0.0,0,0,Furnishings,0.0,755.0,17.0,357.0
SKU0003,2025-04-21,52,397002.84,0,0,Furnishings,0.0,755.0,17.0,357.0
SKU0003,2025-04-28,203,1549838.01,0,0,Furnishings,577.0,0.0,17.0,357.0
SKU0003,2025-05-05,184,1404779.28,0,0,Furnishings,384.0,0.0,17.0,357.0
SKU0003,2025-05-12,204,1557472.68,0,0,Furnishings,732.0,0.0,17.0,357.0
SKU0003,2025-05-19,188,1435317.96,0,0,Furnishings,536.0,0.0,17.0,357.0
SKU0003,2025-05-26,178,1358971.26,0,0,Furnishings,287.0,841.0,17.0,357.0
SKU0003,2025-06-02,173,1320797.91,0,0,Furnishings,114.0,841.0,17.0,357.0
SKU0003,2025-06-09,114,870352.38,1,0,Furnishings,841.0,0.0,17.0,357.0
SKU0003,2025-06-16,284,1860187.3499999999,1,0,Furnishings,557.0,0.0,17.0,357.0
SKU0003,2025-06-23,164,1252085.88,0,0,Furnishings,557.0,0.0,17.0,357.0
SKU0003,2025-06-30,137,1045949.79,0,0,Furnishings,344.0,541.0,17.0,357.0
SKU0003,2025-07-07,126,961968.42,0,0,Furnishings,755.0,0.0,17.0,357.0
SKU0003,2025-07-14,145,1107027.15,0,0,Furnishings,626.0,0.0,17.0,357.0
SKU0003,2025-07-21,143,1091757.81,0,0,Furnishings,488.0,0.0,17.0,357.0
SKU0003,2025-07-28,124,946699.08,0,0,Furnishings,283.0,646.0,17.0,357.0
SKU0003,2025-08-04,110,839813.7,0,0,Furnishings,817.0,0.0,17.0,357.0
SKU0003,2025-08-11,116,885621.72,0,1,Furnishings,706.0,0.0,17.0,357.0
SKU0003,2025-08-18,115,877987.05,0,0,Furnishings,589.0,0.0,17.0,357.0
SKU0003,2025-08-25,124,946699.0800000001,0,0,Furnishings,589.0,0.0,17.0,357.0
SKU0003,2025-09-01,99,755832.33,0,0,Furnishings,419.0,0.0,17.0,357.0
SKU0003,2025-09-08,100,763467.0,0,0,Furnishings,920.0,0.0,17.0,357.0
SKU0003,2025-09-15,92,702389.64,0,0,Furnishings,827.0,0.0,17.0,357.0
SKU0003,2025-09-22,90,687120.3,0,0,Furnishings,735.0,0.0,17.0,357.0
SKU0003,2025-09-29,96,732928.32,0,1,Furnishings,614.0,0.0,17.0,357.0
SKU0003,2025-10-06,70,534426.8999999999,0,0,Furnishings,526.0,0.0,17.0,357.0
SKU0003,2025-10-13,136,913488.26,1,0,Furnishings,440.0,0.0,17.0,357.0
SKU0003,2025-10-20,91,647801.75,1,0,Furnishings,301.0,650.0,17.0,357.0
SKU0003,2025-10-27,85,648946.95,0,1,Furnishings,841.0,0.0,17.0,357.0
SKU0003,2025-11-03,97,740562.99,0,0,Furnishings,744.0,0.0,17.0,357.0
SKU0003,2025-11-10,95,725293.65,0,0,Furnishings,643.0,0.0,17.0,357.0
SKU0003,2025-11-17,79,603138.9299999999,0,0,Furnishings,567.0,0.0,17.0,357.0
SKU0003,2025-11-24,147,968839.61,1,0,Furnishings,567.0,0.0,17.0,357.0
SKU0003,2025-12-01,108,790188.34,1,0,Furnishings,378.0,0.0,17.0,357.0
SKU0003,2025-12-08,106,809275.02,0,0,Furnishings,285.0,645.0,17.0,357.0
SKU0003,2025-12-15,101,771101.6699999999,0,0,Furnishings,182.0,645.0,17.0,357.0
SKU0003,2025-12-22,100,763467.0,0,1,Furnishings,723.0,0.0,17.0,357.0
SKU0004,2024-09-30,10,11088.599999999999,0,0,Furnishings,228.0,0.0,10.0,53.0
SKU0004,2024-10-07,35,38810.1,0,0,Furnishings,228.0,0.0,10.0,53.0
SKU0004,2024-10-14,46,44021.729999999996,1,0,Furnishings,190.0,0.0,10.0,53.0
SKU0004,2024-10-21,37,39863.52,1,0,Furnishings,146.0,0.0,10.0,53.0
SKU0004,2024-10-28,31,34374.66,0,1,Furnishings,99.0,0.0,10.0,53.0
SKU0004,2024-11-04,28,31048.079999999998,0,0,Furnishings,71.0,0.0,10.0,53.0
SKU0004,2024-11-11,31,34374.66,0,0,Furnishings,42.0,87.0,10.0,53.0
SKU0004,2024-11-18,32,35483.520000000004,0,0,Furnishings,5.0,87.0,10.0,53.0
SKU0004,2024-11-25,51,48069.09,1,0,Furnishings,37.0,122.0,10.0,53.0
SKU0004,2024-12-02,37,41027.82,0,0,Furnishings,122.0,0.0,10.0,53.0
SKU0004,2024-12-09,32,35483.52,0,0,Furnishings,90.0,0.0,10.0,53.0
SKU0004,2024-12-16,31,34374.659999999996,0,0,Furnishings,59.0,0.0,10.0,53.0
SKU0004,2024-12-23,31,34374.66,0,1,Furnishings,59.0,0.0,10.0,53.0
SKU0004,2024-12-30,46,44853.39,1,0,Furnishings,10.0,111.0,10.0,53.0
SKU0004,2025-01-06,41,41804.02,1,0,Furnishings,66.0,0.0,10.0,53.0
SKU0004,2025-01-13,35,38810.1,0,0,Furnishings,34.0,84.0,10.0,53.0
SKU0004,2025-01-20,33,36592.38,0,1,Furnishings,86.0,0.0,10.0,53.0
SKU0004,2025-01-27,35,38810.1,0,0,Furnishings,129.0,0.0,10.0,53.0
SKU0004,2025-02-03,37,41027.82,0,0,Furnishings,92.0,0.0,10.0,53.0
SKU0004,2025-02-10,41,45463.26,0,0,Furnishings,51.0,116.0,10.0,53.0
SKU0004,2025-02-17,38,42136.68,0,0,Furnishings,129.0,0.0,10.0,53.0
SKU0004,2025-02-24,33,36592.38,0,0,Furnishings,96.0,0.0,10.0,53.0
SKU0004,2025-03-03,39,43245.54,0,0,Furnishings,57.0,0.0,10.0,53.0
SKU0004,2025-03-10,39,43245.53999999999,0,0,Furnishings,146.0,0.0,10.0,53.0
SKU0004,2025-03-17,41,45463.26,0,0,Furnishings,105.0,0.0,10.0,53.0
SKU0004,2025-03-24,43,47680.979999999996,0,0,Furnishings,105.0,0.0,10.0,53.0
SKU0004,2025-03-31,43,47680.98,0,0,Furnishings,43.0,95.0,10.0,53.0
SKU0004,2025-04-07,46,51007.56,0,0,Furnishings,96.0,0.0,10.0,53.0
SKU0004,2025-04-14,44,48789.84,0,0,Furnishings,49.0,100.0,10.0,53.0
SKU0004,2025-04-21,41,45463.259999999995,0,0,Furnishings,107.0,0.0,10.0,53.0
SKU0004,2025-04-28,41,45463.26,0,0,Furnishings,50.0,80.0,10.0,53.0
SKU0004,2025-05-05,43,47680.979999999996,0,0,Furnishings,88.0,0.0,10.0,53.0
SKU0004,2025-05-12,40,44354.399999999994,0,0,Furnishings,47.0,101.0,10.0,53.0
SKU0004,2025-05-19,38,42136.68,0,0,Furnishings,109.0,0.0,10.0,53.0
SKU0004,2025-05-26,36,39918.96,0,0,Furnishings,62.0,0.0,10.0,53.0
SKU0004,2025-06-02,43,47680.979999999996,0,0,Furnishings,19.0,126.0,10.0,53.0
SKU0004,2025-06-09,45,48568.07,1,0,Furnishings,100.0,0.0,10.0,53.0
SKU0004,2025-06-16,71,67585.01,1,0,Furnishings,139.0,0.0,10.0,53.0
SKU0004,2025-06-23,38,42136.68,0,0,Furnishings,139.0,0.0,10.0,53.0
SKU0004,2025-06-30,37,41027.82,0,0,Furnishings,87.0,0.0,10.0,53.0
SKU0004,2025-07-07,34,37701.24,0,0,Furnishings,51.0,106.0,10.0,53.0
SKU0004,2025-07-14,32,35483.52,0,0,Furnishings,124.0,0.0,10.0,53.0
SKU0004,2025-07-21,35,38810.1,0,0,Furnishings,92.0,0.0,10.0,53.0
SKU0004,2025-07-28,36,39918.96,0,0,Furnishings,153.0,0.0,10.0,53.0
SKU0004,2025-08-04,32,35483.520000000004,0,0,Furnishings,122.0,0.0,10.0,53.0
SKU0004,2025-08-11,30,33265.8,0,1,Furnishings,93.0,0.0,10.0,53.0
SKU0004,2025-08-18,31,34374.659999999996,0,0,Furnishings,60.0,0.0,10.0,53.0
SKU0004,2025-08-25,29,32156.94,0,0,Furnishings,60.0,0.0,10.0,53.0
SKU0004,2025-09-01,25,27721.5,0,0,Furnishings,103.0,0.0,10.0,53.0
SKU0004,2025-09-08,32,35483.520000000004,0,0,Furnishings,76.0,0.0,10.0,53.0
SKU0004,2025-09-15,27,29939.219999999998,0,0,Furnishings,47.0,110.0,10.0,53.0
SKU0004,2025-09-22,24,26612.64,0,0,Furnishings,128.0,0.0,10.0,53.0
SKU0004,2025-09-29,30,33265.8,0,1,Furnishings,92.0,0.0,10.0,53.0
SKU0004,2025-10-06,26,28830.36,0,0,Furnishings,63.0,0.0,10.0,53.0
SKU0004,2025-10-13,42,41083.26,1,0,Furnishings,31.0,124.0,10.0,53.0
SKU0004,2025-10-20,34,34873.65,1,0,Furnishings,112.0,0.0,10.0,53.0
SKU0004,2025-10-27,24,26612.64,0,1,Furnishings,78.0,0.0,10.0,53.0
SKU0004,2025-11-03,32,35483.52,0,0,Furnishings,134.0,0.0,10.0,53.0
SKU0004,2025-11-10,30,33265.8,0,0,Furnishings,102.0,0.0,10.0,53.0
SKU0004,2025-11-17,30,33265.8,0,0,Furnishings,74.0,0.0,10.0,53.0
SKU0004,2025-11-24,51,48900.72,1,0,Furnishings,74.0,0.0,10.0,53.0
SKU0004,2025-12-01,38,40806.05,1,0,Furnishings,102.0,0.0,10.0,53.0
SKU0004,2025-12-08,31,34374.659999999996,0,0,Furnishings,68.0,0.0,10.0,53.0
SKU0004,2025-12-15,32,35483.52,0,0,Furnishings,37.0,120.0,10.0,53.0
SKU0004,2025-12-22,31,34374.66,0,1,Furnishings,124.0,0.0,10.0,53.0
SKU0005,2024-06-24,88,1028043.28,0,0,Small Appliances,39.0,160.0,10.0,206.0
SKU0005,2024-07-01,78,911220.18,0,0,Small Appliances,39.0,160.0,10.0,206.0
SKU0005,2024-07-08,140,1635523.4,0,0,Small Appliances,119.0,159.0,10.0,206.0
SKU0005,2024-07-15,85,992996.35,0,0,Small Appliances,0.0,159.0,10.0,206.0
SKU0005,2024-07-22,118,1378512.58,0,0,Small Appliances,50.0,153.0,10.0,206.0
SKU0005,2024-07-29,94,1098137.14,0,0,Small Appliances,43.0,129.0,10.0,206.0
SKU0005,2024-08-05,110,1285054.1,0,0,Small Appliances,81.0,117.0,10.0,206.0
SKU0005,2024-08-12,68,794397.08,0,1,Small Appliances,118.0,95.0,10.0,206.0
SKU0005,2024-08-19,82,957949.42,0,0,Small Appliances,20.0,95.0,10.0,206.0
SKU0005,2024-08-26,96,1121501.76,0,0,Small Appliances,0.0,121.0,10.0,206.0
SKU0005,2024-09-02,61,712620.91,0,0,Small Appliances,60.0,91.0,10.0,206.0
SKU0005,2024-09-09,72,841126.3200000001,0,0,Small Appliances,79.0,0.0,10.0,206.0
SKU0005,2024-09-16,78,911220.18,0,0,Small Appliances,1.0,163.0,10.0,206.0
SKU0005,2024-09-23,66,771032.46,0,0,Small Appliances,1.0,163.0,10.0,206.0
SKU0005,2024-09-30,83,969631.73,0,1,Small Appliances,68.0,89.0,10.0,206.0
SKU0005,2024-10-07,76,887855.56,0,0,Small Appliances,77.0,104.0,10.0,206.0
SKU0005,2024-10-14,132,1340545.08,1,0,Small Appliances,91.0,135.0,10.0,206.0
SKU0005,2024-10-21,40,467292.4,1,0,Small Appliances,0.0,135.0,10.0,206.0
SKU0005,2024-10-28,91,1063090.21,0,1,Small Appliances,26.0,100.0,10.0,206.0
SKU0005,2024-11-04,81,946267.11,0,0,Small Appliances,49.0,101.0,10.0,206.0
SKU0005,2024-11-11,54,630844.74,0,0,Small Appliances,75.0,120.0,10.0,206.0
SKU0005,2024-11-18,77,899537.87,0,0,Small Appliances,13.0,120.0,10.0,206.0
SKU0005,2024-11-25,112,1112155.92,1,0,Small Appliances,1.0,161.0,10.0,206.0
SKU0005,2024-12-02,54,630844.74,0,0,Small Appliances,108.0,110.0,10.0,206.0
SKU0005,2024-12-09,62,724303.22,0,0,Small Appliances,156.0,86.0,10.0,206.0
SKU0005,2024-12-16,84,981314.04,0,0,Small Appliances,72.0,86.0,10.0,206.0
SKU0005,2024-12-23,56,654209.36,0,1,Small Appliances,72.0,86.0,10.0,206.0
SKU0005,2024-12-30,97,991244.0,1,0,Small Appliances,72.0,82.0,10.0,206.0
SKU0005,2025-01-06,87,939257.73,1,0,Small Appliances,34.0,89.0,10.0,206.0
SKU0005,2025-01-13,68,794397.08,0,0,Small Appliances,57.0,89.0,10.0,206.0
SKU0005,2025-01-20,52,607480.12,0,1,Small Appliances,91.0,0.0,10.0,206.0
SKU0005,2025-01-27,58,677573.98,0,0,Small Appliances,170.0,111.0,10.0,206.0
SKU0005,2025-02-03,76,887855.5599999999,0,0,Small Appliances,88.0,111.0,10.0,206.0
SKU0005,2025-02-10,61,712620.9099999999,0,0,Small Appliances,137.0,149.0,10.0,206.0
SKU0005,2025-02-17,53,619162.4299999999,0,0,Small Appliances,237.0,0.0,10.0,206.0
SKU0005,2025-02-24,52,607480.12,0,0,Small Appliances,187.0,128.0,10.0,206.0
SKU0005,2025-03-03,53,619162.4299999999,0,0,Small Appliances,260.0,0.0,10.0,206.0
SKU0005,2025-03-10,30,350469.3,0,0,Small Appliances,225.0,0.0,10.0,206.0
SKU0005,2025-03-17,18,210281.58,0,0,Small Appliances,205.0,161.0,10.0,206.0
SKU0005,2025-03-24,49,572433.19,0,0,Small Appliances,205.0,161.0,10.0,206.0
SKU0005,2025-03-31,45,525703.95,0,0,Small Appliances,305.0,0.0,10.0,206.0
SKU0005,2025-04-07,43,502339.32999999996,0,0,Small Appliances,258.0,0.0,10.0,206.0
SKU0005,2025-04-14,42,490657.02,0,0,Small Appliances,205.0,0.0,10.0,206.0
SKU0005,2025-04-21,32,373833.92,0,0,Small Appliances,343.0,0.0,10.0,206.0
SKU0005,2025-04-28,39,455610.08999999997,0,0,Small Appliances,289.0,0.0,10.0,206.0
SKU0005,2025-05-05,28,327104.68,0,0,Small Appliances,258.0,0.0,10.0,206.0
SKU0005,2025-05-12,26,303740.06,0,0,Small Appliances,229.0,0.0,10.0,206.0
SKU0005,2025-05-19,31,362151.61,0,0,Small Appliances,205.0,125.0,10.0,206.0
SKU0005,2025-05-26,15,175234.65,0,0,Small Appliances,302.0,0.0,10.0,206.0
SKU0005,2025-06-02,7,81776.17,0,0,Small Appliances,295.0,0.0,10.0,206.0
SKU0005,2025-06-09,33,373249.8,1,0,Small Appliances,262.0,0.0,10.0,206.0
SKU0005,2025-06-16,25,255258.47999999998,1,0,Small Appliances,237.0,0.0,10.0,206.0
SKU0005,2025-06-23,35,408880.85,0,0,Small Appliances,237.0,0.0,10.0,206.0
SKU0005,2025-06-30,16,186916.96,0,0,Small Appliances,335.0,0.0,10.0,206.0
SKU0005,2025-07-07,18,210281.58,0,0,Small Appliances,315.0,0.0,10.0,206.0
SKU0005,2025-07-14,6,70093.86,0,0,Small Appliances,301.0,0.0,10.0,206.0
SKU0005,2025-07-21,3,35046.92999999999,0,0,Small Appliances,300.0,0.0,10.0,206.0
SKU0005,2025-07-28,12,140187.72,0,0,Small Appliances,285.0,0.0,10.0,206.0
SKU0005,2025-08-04,9,105140.79,0,0,Small Appliances,281.0,0.0,10.0,206.0
SKU0005,2025-08-11,1,11682.31,0,1,Small Appliances,276.0,0.0,10.0,206.0
SKU0005,2025-08-18,3,35046.92999999999,0,0,Small Appliances,272.0,0.0,10.0,206.0
SKU0005,2025-08-25,1,11682.31,0,0,Small Appliances,272.0,0.0,10.0,206.0
SKU0005,2025-09-01,4,46729.24,0,0,Small Appliances,271.0,0.0,10.0,206.0
SKU0005,2025-09-08,9,105140.79,0,0,Small Appliances,260.0,0.0,10.0,206.0
SKU0005,2025-09-15,4,46729.24,0,0,Small Appliances,258.0,0.0,10.0,206.0
SKU0005,2025-09-22,4,46729.24,0,0,Small Appliances,254.0,0.0,10.0,206.0
