sku_id,category,on_hand_units,on_order_units,lead_time_days,reorder_point,unit_price,fc_total,fc_weekly_avg,stockout_risk,overstock_risk,quadrant,recommended_action,stockout_value_at_risk,overstock_capital_locked,value_at_stake,snapshot_date
SKU0064,Furnishings,183.0,0.0,10.0,93.0,6128.9,423.334349989897,52.91679374873713,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0063,Decor,408.0,1211.0,28.0,556.0,2371.01,1143.625014518835,142.9531268148544,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0196,Decor,184.0,0.0,22.0,181.0,4234.7,424.1179967751154,53.01474959688942,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0058,Decor,39.0,0.0,8.0,95.0,3956.08,410.0354125632435,51.254426570405435,0.33420384767890565,0.0,Reorder Now,Raise a replenishment order before stock runs out.,77446.15,0.0,77446.15,2025-12-31
SKU0062,Decor,108.0,0.0,17.0,64.0,5628.92,157.15765251616367,19.644706564520458,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0059,Small Appliances,546.0,1308.0,27.0,595.0,7173.22,1244.792141191952,155.599017648994,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0061,Small Appliances,347.0,911.0,11.0,383.0,5502.54,2152.9283714154044,269.11604642692555,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0198,Small Appliances,193.0,0.0,7.0,179.0,739.93,1287.6014428642102,160.95018035802627,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0071,Decor,469.0,791.0,13.0,513.0,5963.23,2812.5966099132684,351.57457623915855,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0054,Furnishings,228.0,0.0,29.0,199.0,1422.55,424.93181100746665,53.11647637593333,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0084,Furnishings,319.0,0.0,9.0,189.0,6485.64,1444.259729110971,180.53246613887137,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0186,Furnishings,71.0,133.0,14.0,84.0,8872.73,420.3209208827783,52.54011511034729,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0050,Small Appliances,1055.0,0.0,22.0,537.0,3984.71,2014.0929697732097,251.7616212216512,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0083,Decor,356.0,773.0,17.0,481.0,1454.43,1545.8283573185295,193.22854466481618,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0082,Small Appliances,1030.0,0.0,16.0,416.0,6548.86,1996.3863591527067,249.54829489408834,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0187,Furnishings,363.0,365.0,29.0,866.0,4800.77,1280.4484162093368,160.0560520261671,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0098,Decor,2013.0,0.0,20.0,1006.0,2587.29,1932.736356088078,241.59204451100976,0.0,0.03987264973269842,Healthy,No action needed; leave as is.,0.0,114215.93,114215.93,2025-12-31
SKU0079,Decor,228.0,0.0,17.0,131.0,6564.57,399.4450649506609,49.93063311883261,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0048,Small Appliances,508.0,0.0,16.0,475.0,5778.23,1177.2376141726015,147.1547017715752,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0078,Small Appliances,424.0,0.0,17.0,259.0,7469.92,836.7092262124559,104.58865327655698,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0190,Furnishings,409.0,0.0,22.0,297.0,10209.31,900.1190467638894,112.51488084548618,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0004,Furnishings,124.0,0.0,10.0,53.0,1108.86,285.9042385221304,35.7380298152663,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0075,Small Appliances,163.0,450.0,26.0,208.0,3429.16,389.7822893463198,48.72278616828998,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0191,Decor,558.0,1063.0,23.0,559.0,2178.86,1222.9790873232866,152.87238591541083,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0073,Small Appliances,86.0,0.0,20.0,81.0,1124.44,117.83523474144293,14.729404342680366,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0175,Decor,412.0,1048.0,13.0,505.0,9051.09,1587.2251722590963,198.40314653238704,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0099,Decor,334.0,0.0,8.0,309.0,5914.78,1972.7930523571322,246.59913154464152,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0138,Furnishings,488.0,0.0,17.0,254.0,10816.58,1145.873477163452,143.2341846454315,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0160,Furnishings,488.0,0.0,19.0,454.0,2148.77,1317.5932995120338,164.69916243900423,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0137,Furnishings,206.0,0.0,23.0,112.0,486.37,277.2879371410797,34.66099214263496,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0016,Furnishings,23.0,0.0,11.0,120.0,6871.87,323.90073783647244,40.487592229559056,0.6384975536856458,0.0,Reorder Now,Raise a replenishment order before stock runs out.,279158.44,0.0,279158.44,2025-12-31
SKU0029,Decor,12.0,19.0,8.0,30.0,9669.06,121.33866746422964,15.167333433028706,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0135,Furnishings,1011.0,0.0,14.0,348.0,10959.05,1664.1411283584891,208.01764104481114,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0161,Decor,335.0,0.0,20.0,190.0,9300.29,705.9645691583065,88.24557114478831,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0030,Furnishings,1015.0,0.0,16.0,487.0,5135.8,97.60988775639112,12.20123596954889,0.0,0.9038326229001072,Markdown / Clear,Promote or discount to free up capital.,0.0,2591342.68,2591342.68,2025-12-31
SKU0015,Furnishings,109.0,421.0,8.0,170.0,7263.93,837.7123635930715,104.71404544913393,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0130,Small Appliances,80.0,188.0,26.0,92.0,5763.18,244.8918804232355,30.611485052904438,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0163,Furnishings,600.0,0.0,8.0,224.0,10287.82,1322.2960919075072,165.2870114884384,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0128,Furnishings,1283.0,0.0,19.0,545.0,8224.26,1893.8588418738975,236.7323552342372,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0162,Furnishings,232.0,279.0,25.0,464.0,1992.98,697.1209974447502,87.14012468059377,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0017,Decor,1476.0,0.0,27.0,914.0,6645.14,2071.7916419955636,258.97395524944545,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0159,Furnishings,780.0,3298.0,24.0,834.0,2594.32,1399.528752003795,174.94109400047438,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0141,Furnishings,979.0,0.0,18.0,533.0,2188.67,1401.7953746541464,175.2244218317683,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0021,Small Appliances,18.0,0.0,8.0,16.0,3609.96,108.66869587751313,13.583586984689141,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0151,Furnishings,93.0,87.0,13.0,162.0,2621.45,345.5965000704034,43.199562508800426,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0153,Decor,120.0,344.0,9.0,227.0,628.78,1092.6583375796713,136.5822921974589,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0150,Decor,1162.0,0.0,12.0,421.0,5140.03,2489.8557111114005,311.23196388892507,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0019,Furnishings,462.0,0.0,28.0,216.0,4301.21,674.32431481558,84.2905393519475,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0022,Decor,932.0,0.0,17.0,440.0,2289.13,1518.226483588284,189.7783104485355,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0149,Furnishings,307.0,0.0,13.0,228.0,6250.62,725.772750144074,90.72159376800926,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0154,Furnishings,105.0,0.0,7.0,51.0,495.71,412.19655250991457,51.52456906373932,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0023,Decor,116.0,87.0,12.0,128.0,3398.78,301.69161556831006,37.71145194603876,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0148,Decor,370.0,608.0,29.0,826.0,3034.82,1129.2182387109665,141.1522798388708,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0155,Furnishings,6.0,70.0,28.0,163.0,7117.62,193.68420959516453,24.210526199395566,0.215217387531447,0.0,Reorder Now,Raise a replenishment order before stock runs out.,148346.18,0.0,148346.18,2025-12-31
SKU0147,Furnishings,537.0,1331.0,27.0,807.0,1309.94,2044.79773950131,255.59971743766374,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0018,Furnishings,2648.0,0.0,25.0,977.0,3872.53,1966.0901631289228,245.76127039111535,0.0,0.2575188205706485,Healthy,No action needed; leave as is.,0.0,1452393.97,1452393.97,2025-12-31
SKU0025,Decor,120.0,0.0,12.0,100.0,1085.86,381.88311981857044,47.735389977321304,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0146,Furnishings,129.0,0.0,26.0,276.0,933.7,346.46441299455194,43.30805162431899,0.19805283479281055,0.0,Reorder Now,Raise a replenishment order before stock runs out.,29746.26,0.0,29746.26,2025-12-31
SKU0156,Small Appliances,446.0,0.0,20.0,396.0,2168.44,1326.0397366731092,165.75496708413866,0.05824843293678019,0.0,Healthy,No action needed; leave as is.,59817.76,0.0,59817.76,2025-12-31
SKU0026,Decor,45.0,155.0,13.0,90.0,1342.51,331.4320020183055,41.42900025228819,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0145,Decor,375.0,0.0,7.0,143.0,841.81,765.8258755693611,95.72823444617013,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0144,Furnishings,826.0,0.0,17.0,361.0,1413.99,1124.2278694797405,140.52848368496757,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0143,Small Appliances,31.0,0.0,8.0,60.0,9910.38,232.59939068778536,29.07492383597317,0.06706548388479741,0.0,Healthy,No action needed; leave as is.,22085.13,0.0,22085.13,2025-12-31
SKU0165,Furnishings,282.0,0.0,18.0,138.0,3432.02,414.7031740051601,51.837896750645015,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0172,Decor,267.0,371.0,26.0,758.0,8159.64,970.9026520090707,121.36283150113384,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0110,Decor,236.0,0.0,8.0,133.0,1248.71,811.3093609610047,101.41367012012559,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0173,Decor,719.0,0.0,18.0,199.0,8121.35,627.3135269490074,78.41419086862592,0.0,0.12751943400694382,Healthy,No action needed; leave as is.,0.0,409539.87,409539.87,2025-12-31
SKU0109,Small Appliances,107.0,379.0,16.0,234.0,10595.73,663.1909307794965,82.89886634743706,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0038,Decor,506.0,0.0,7.0,245.0,1400.16,2322.7657745014344,290.3457218126793,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0108,Furnishings,235.0,0.0,19.0,167.0,1551.39,618.830503829312,77.353812978664,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0011,Furnishings,623.0,0.0,11.0,224.0,8567.7,874.6845770721023,109.33557213401279,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0107,Decor,111.0,330.0,14.0,149.0,4352.24,382.8325633087028,47.85407041358785,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0105,Small Appliances,568.0,0.0,28.0,436.0,1899.1,638.7910162660943,79.84887703326179,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0020,Decor,801.0,0.0,21.0,645.0,925.28,1981.2934873185764,247.66168591482204,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0010,Small Appliances,2125.0,0.0,20.0,424.0,3396.82,1499.8609567812134,187.48261959765168,0.0,0.29418307916178194,Healthy,No action needed; leave as is.,0.0,1167916.64,1167916.64,2025-12-31
SKU0039,Small Appliances,125.0,0.0,8.0,76.0,1776.58,383.30271373579797,47.912839216974746,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0104,Furnishings,3911.0,0.0,29.0,1175.0,5468.7,3043.4031785515017,380.4253973189377,0.0,0.2218350348883913,Healthy,No action needed; leave as is.,0.0,2609544.71,2609544.71,2025-12-31
SKU0040,Furnishings,55.0,0.0,16.0,28.0,7259.07,123.24082516822992,15.40510314602874,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0176,Small Appliances,1160.0,0.0,26.0,832.0,3584.83,1636.1959817654624,204.5244977206828,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0102,Small Appliances,928.0,0.0,22.0,750.0,8317.08,1812.184270177916,226.5230337722395,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0177,Decor,34.0,96.0,25.0,154.0,9117.77,240.2367846064469,30.02959807580586,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0100,Decor,323.0,458.0,14.0,690.0,5840.51,1959.336009953774,244.91700124422175,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0178,Furnishings,192.0,0.0,27.0,108.0,1293.3,186.53713846606723,23.317142308258404,0.0,0.02845240382256649,Healthy,No action needed; leave as is.,0.0,3885.82,3885.82,2025-12-31
SKU0111,Decor,212.0,0.0,7.0,77.0,2519.23,629.1212443945101,78.64015554931376,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0036,Furnishings,1526.0,0.0,17.0,745.0,11926.49,61.54024472836665,7.6925305910458315,0.0,0.9596721856301661,Markdown / Clear,Promote or discount to free up capital.,0.0,9606225.54,9606225.54,2025-12-31
SKU0112,Furnishings,2447.0,0.0,12.0,564.0,5257.95,1994.1167404420653,249.26459255525816,0.0,0.18507693484182047,Healthy,No action needed; leave as is.,0.0,1309680.64,1309680.64,2025-12-31
SKU0125,Small Appliances,30.0,0.0,9.0,44.0,9575.12,150.8162225275478,18.852027815943476,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0014,Decor,465.0,0.0,16.0,316.0,2409.93,984.0951867783488,123.0118983472936,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0032,Decor,535.0,0.0,22.0,320.0,7462.9,855.4126272438984,106.9265784054873,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0123,Decor,607.0,0.0,17.0,287.0,12151.51,960.3731587297854,120.04664484122317,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0166,Furnishings,959.0,0.0,12.0,378.0,3062.04,2041.1015972315054,255.13769965393817,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0167,Decor,391.0,0.0,13.0,250.0,4520.59,1391.3705695840551,173.9213211980069,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0120,Furnishings,438.0,0.0,16.0,237.0,8075.85,867.356832318578,108.41960403982225,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0119,Small Appliances,1.0,663.0,20.0,981.0,3448.93,1565.7093721661129,195.7136715207641,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0118,Decor,1293.0,0.0,28.0,1214.0,2971.83,163.07334796891894,20.384168496114867,0.0,0.8738798546257395,Markdown / Clear,Promote or discount to free up capital.,0.0,1846872.46,1846872.46,2025-12-31
SKU0013,Decor,171.0,439.0,19.0,784.0,6568.9,1527.1045498651094,190.88806873313868,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0117,Decor,14.0,53.0,10.0,24.0,1260.8,158.59898069405372,19.824872586756715,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0170,Small Appliances,767.0,0.0,18.0,445.0,5549.89,1537.5059443799203,192.18824304749003,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0012,Small Appliances,513.0,0.0,24.0,398.0,4638.63,1076.4887842461465,134.5610980307683,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0113,Furnishings,191.0,0.0,11.0,172.0,9033.78,867.8545266852807,108.48181583566009,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0035,Furnishings,492.0,0.0,29.0,234.0,3440.69,336.1131256139464,42.0141407017433,0.0,0.31684324062206015,Healthy,No action needed; leave as is.,0.0,294997.13,294997.13,2025-12-31
SKU0171,Furnishings,1.0,762.0,24.0,1027.0,10474.72,1685.6301303050157,210.70376628812696,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,2025-12-31
SKU0200,Decor,1741.0,0.0,29.0,915.0,446.84,1595.8896495357953,199.48620619197442,0.0,0.08334885150155351,Healthy,No action needed; leave as is.,0.0,35662.61,35662.61,2025-12-31
