date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-12-01,SKU0002,1309.0,0.0,28,468.0
2025-12-08,SKU0002,1288.0,0.0,28,468.0
2025-12-15,SKU0002,1286.0,0.0,28,468.0
2025-12-22,SKU0002,1273.0,0.0,28,468.0
2025-04-08,SKU0003,118.0,755.0,17,357.0
2025-04-15,SKU0003,0.0,755.0,17,357.0
2025-04-22,SKU0003,0.0,755.0,17,357.0
2025-05-01,SKU0003,577.0,0.0,17,357.0
2025-05-08,SKU0003,384.0,0.0,17,357.0
2025-05-15,SKU0003,732.0,0.0,17,357.0
2025-05-22,SKU0003,536.0,0.0,17,357.0
2025-06-01,SKU0003,287.0,841.0,17,357.0
2025-06-08,SKU0003,114.0,841.0,17,357.0
2025-06-15,SKU0003,841.0,0.0,17,357.0
2025-06-22,SKU0003,557.0,0.0,17,357.0
2025-07-01,SKU0003,344.0,541.0,17,357.0
2025-07-08,SKU0003,755.0,0.0,17,357.0
2025-07-15,SKU0003,626.0,0.0,17,357.0
2025-07-22,SKU0003,488.0,0.0,17,357.0
2025-08-01,SKU0003,283.0,646.0,17,357.0
2025-08-08,SKU0003,817.0,0.0,17,357.0
2025-08-15,SKU0003,706.0,0.0,17,357.0
2025-08-22,SKU0003,589.0,0.0,17,357.0
2025-09-01,SKU0003,419.0,0.0,17,357.0
2025-09-08,SKU0003,920.0,0.0,17,357.0
2025-09-15,SKU0003,827.0,0.0,17,357.0
2025-09-22,SKU0003,735.0,0.0,17,357.0
2025-10-01,SKU0003,614.0,0.0,17,357.0
2025-10-08,SKU0003,526.0,0.0,17,357.0
2025-10-15,SKU0003,440.0,0.0,17,357.0
2025-10-22,SKU0003,301.0,650.0,17,357.0
2025-11-01,SKU0003,841.0,0.0,17,357.0
2025-11-08,SKU0003,744.0,0.0,17,357.0
2025-11-15,SKU0003,643.0,0.0,17,357.0
2025-11-22,SKU0003,567.0,0.0,17,357.0
2025-12-01,SKU0003,378.0,0.0,17,357.0
2025-12-08,SKU0003,285.0,645.0,17,357.0
2025-12-15,SKU0003,182.0,645.0,17,357.0
2025-12-22,SKU0003,723.0,0.0,17,357.0
2024-10-08,SKU0004,228.0,0.0,10,53.0
2024-10-15,SKU0004,190.0,0.0,10,53.0
2024-10-22,SKU0004,146.0,0.0,10,53.0
2024-11-01,SKU0004,99.0,0.0,10,53.0
2024-11-08,SKU0004,71.0,0.0,10,53.0
2024-11-15,SKU0004,42.0,87.0,10,53.0
2024-11-22,SKU0004,5.0,87.0,10,53.0
2024-12-01,SKU0004,37.0,122.0,10,53.0
2024-12-08,SKU0004,122.0,0.0,10,53.0
2024-12-15,SKU0004,90.0,0.0,10,53.0
2024-12-22,SKU0004,59.0,0.0,10,53.0
2025-01-01,SKU0004,10.0,111.0,10,53.0
2025-01-08,SKU0004,66.0,0.0,10,53.0
2025-01-15,SKU0004,34.0,84.0,10,53.0
2025-01-22,SKU0004,86.0,0.0,10,53.0
2025-02-01,SKU0004,129.0,0.0,10,53.0
2025-02-08,SKU0004,92.0,0.0,10,53.0
2025-02-15,SKU0004,51.0,116.0,10,53.0
2025-02-22,SKU0004,129.0,0.0,10,53.0
2025-03-01,SKU0004,96.0,0.0,10,53.0
2025-03-08,SKU0004,57.0,0.0,10,53.0
2025-03-15,SKU0004,146.0,0.0,10,53.0
2025-03-22,SKU0004,105.0,0.0,10,53.0
2025-04-01,SKU0004,43.0,95.0,10,53.0
2025-04-08,SKU0004,96.0,0.0,10,53.0
2025-04-15,SKU0004,49.0,100.0,10,53.0
2025-04-22,SKU0004,107.0,0.0,10,53.0
2025-05-01,SKU0004,50.0,80.0,10,53.0
2025-05-08,SKU0004,88.0,0.0,10,53.0
2025-05-15,SKU0004,47.0,101.0,10,53.0
2025-05-22,SKU0004,109.0,0.0,10,53.0
2025-06-01,SKU0004,62.0,0.0,10,53.0
2025-06-08,SKU0004,19.0,126.0,10,53.0
2025-06-15,SKU0004,100.0,0.0,10,53.0
2025-06-22,SKU0004,139.0,0.0,10,53.0
2025-07-01,SKU0004,87.0,0.0,10,53.0
2025-07-08,SKU0004,51.0,106.0,10,53.0
2025-07-15,SKU0004,124.0,0.0,10,53.0
2025-07-22,SKU0004,92.0,0.0,10,53.0
2025-08-01,SKU0004,153.0,0.0,10,53.0
2025-08-08,SKU0004,122.0,0.0,10,53.0
2025-08-15,SKU0004,93.0,0.0,10,53.0
2025-08-22,SKU0004,60.0,0.0,10,53.0
2025-09-01,SKU0004,103.0,0.0,10,53.0
2025-09-08,SKU0004,76.0,0.0,10,53.0
2025-09-15,SKU0004,47.0,110.0,10,53.0
2025-09-22,SKU0004,128.0,0.0,10,53.0
2025-10-01,SKU0004,92.0,0.0,10,53.0
2025-10-08,SKU0004,63.0,0.0,10,53.0
2025-10-15,SKU0004,31.0,124.0,10,53.0
2025-10-22,SKU0004,112.0,0.0,10,53.0
2025-11-01,SKU0004,78.0,0.0,10,53.0
2025-11-08,SKU0004,134.0,0.0,10,53.0
2025-11-15,SKU0004,102.0,0.0,10,53.0
2025-11-22,SKU0004,74.0,0.0,10,53.0
2025-12-01,SKU0004,102.0,0.0,10,53.0
2025-12-08,SKU0004,68.0,0.0,10,53.0
2025-12-15,SKU0004,37.0,120.0,10,53.0
2025-12-22,SKU0004,124.0,0.0,10,53.0
2024-07-01,SKU0005,39.0,160.0,10,206.0
2024-07-08,SKU0005,119.0,159.0,10,206.0
2024-07-15,SKU0005,0.0,159.0,10,206.0
2024-07-22,SKU0005,50.0,153.0,10,206.0
2024-08-01,SKU0005,43.0,129.0,10,206.0
2024-08-08,SKU0005,81.0,117.0,10,206.0
2024-08-15,SKU0005,118.0,95.0,10,206.0
2024-08-22,SKU0005,20.0,95.0,10,206.0
2024-09-01,SKU0005,0.0,121.0,10,206.0
2024-09-08,SKU0005,60.0,91.0,10,206.0
2024-09-15,SKU0005,79.0,0.0,10,206.0
2024-09-22,SKU0005,1.0,163.0,10,206.0
2024-10-01,SKU0005,68.0,89.0,10,206.0
2024-10-08,SKU0005,77.0,104.0,10,206.0
2024-10-15,SKU0005,91.0,135.0,10,206.0
2024-10-22,SKU0005,0.0,135.0,10,206.0
2024-11-01,SKU0005,26.0,100.0,10,206.0
2024-11-08,SKU0005,49.0,101.0,10,206.0
2024-11-15,SKU0005,75.0,120.0,10,206.0
2024-11-22,SKU0005,13.0,120.0,10,206.0
2024-12-01,SKU0005,1.0,161.0,10,206.0
2024-12-08,SKU0005,108.0,110.0,10,206.0
2024-12-15,SKU0005,156.0,86.0,10,206.0
2024-12-22,SKU0005,72.0,86.0,10,206.0
2025-01-01,SKU0005,72.0,82.0,10,206.0
2025-01-08,SKU0005,34.0,89.0,10,206.0
2025-01-15,SKU0005,57.0,89.0,10,206.0
2025-01-22,SKU0005,91.0,0.0,10,206.0
2025-02-01,SKU0005,170.0,111.0,10,206.0
2025-02-08,SKU0005,88.0,111.0,10,206.0
2025-02-15,SKU0005,137.0,149.0,10,206.0
2025-02-22,SKU0005,237.0,0.0,10,206.0
2025-03-01,SKU0005,187.0,128.0,10,206.0
2025-03-08,SKU0005,260.0,0.0,10,206.0
2025-03-15,SKU0005,225.0,0.0,10,206.0
2025-03-22,SKU0005,205.0,161.0,10,206.0
2025-04-01,SKU0005,305.0,0.0,10,206.0
2025-04-08,SKU0005,258.0,0.0,10,206.0
2025-04-15,SKU0005,205.0,0.0,10,206.0
2025-04-22,SKU0005,343.0,0.0,10,206.0
2025-05-01,SKU0005,289.0,0.0,10,206.0
2025-05-08,SKU0005,258.0,0.0,10,206.0
2025-05-15,SKU0005,229.0,0.0,10,206.0
2025-05-22,SKU0005,205.0,125.0,10,206.0
2025-06-01,SKU0005,302.0,0.0,10,206.0
2025-06-08,SKU0005,295.0,0.0,10,206.0
2025-06-15,SKU0005,262.0,0.0,10,206.0
2025-06-22,SKU0005,237.0,0.0,10,206.0
2025-07-01,SKU0005,335.0,0.0,10,206.0
2025-07-08,SKU0005,315.0,0.0,10,206.0
2025-07-15,SKU0005,301.0,0.0,10,206.0
2025-07-22,SKU0005,300.0,0.0,10,206.0
2025-08-01,SKU0005,285.0,0.0,10,206.0
2025-08-08,SKU0005,281.0,0.0,10,206.0
2025-08-15,SKU0005,276.0,0.0,10,206.0
2025-08-22,SKU0005,272.0,0.0,10,206.0
2025-09-01,SKU0005,271.0,0.0,10,206.0
2025-09-08,SKU0005,260.0,0.0,10,206.0
2025-09-15,SKU0005,258.0,0.0,10,206.0
2025-09-22,SKU0005,254.0,0.0,10,206.0
2025-10-01,SKU0005,246.0,0.0,10,206.0
2025-10-08,SKU0005,238.0,0.0,10,206.0
2025-10-15,SKU0005,228.0,0.0,10,206.0
2025-10-22,SKU0005,217.0,0.0,10,206.0
2025-11-01,SKU0005,317.0,0.0,10,206.0
2025-11-08,SKU0005,299.0,0.0,10,206.0
2025-11-15,SKU0005,295.0,0.0,10,206.0
2025-11-22,SKU0005,275.0,0.0,10,206.0
2025-12-01,SKU0005,256.0,0.0,10,206.0
2025-12-08,SKU0005,248.0,0.0,10,206.0
2025-12-15,SKU0005,234.0,0.0,10,206.0
2025-12-22,SKU0005,218.0,0.0,10,206.0
2024-08-22,SKU0006,29.0,329.0,16,180.0
2024-09-01,SKU0006,0.0,329.0,16,180.0
2024-09-08,SKU0006,316.0,0.0,16,180.0
2024-09-15,SKU0006,235.0,0.0,16,180.0
2024-09-22,SKU0006,460.0,0.0,16,180.0
2024-10-01,SKU0006,351.0,0.0,16,180.0
2024-10-08,SKU0006,285.0,0.0,16,180.0
2024-10-15,SKU0006,184.0,0.0,16,180.0
2024-10-22,SKU0006,59.0,332.0,16,180.0
2024-11-01,SKU0006,260.0,0.0,16,180.0
2024-11-08,SKU0006,195.0,0.0,16,180.0
2024-11-15,SKU0006,115.0,391.0,16,180.0
2024-11-22,SKU0006,32.0,391.0,16,180.0
2024-12-01,SKU0006,260.0,0.0,16,180.0
2024-12-08,SKU0006,165.0,424.0,16,180.0
2024-12-15,SKU0006,503.0,0.0,16,180.0
2024-12-22,SKU0006,441.0,0.0,16,180.0
2025-01-01,SKU0006,303.0,0.0,16,180.0
2025-01-08,SKU0006,154.0,438.0,16,180.0
2025-01-15,SKU0006,527.0,0.0,16,180.0
2025-01-22,SKU0006,438.0,0.0,16,180.0
2025-02-01,SKU0006,308.0,0.0,16,180.0
2025-02-08,SKU0006,195.0,0.0,16,180.0
2025-02-15,SKU0006,491.0,0.0,16,180.0
2025-02-22,SKU0006,412.0,0.0,16,180.0
2025-03-01,SKU0006,310.0,0.0,16,180.0
2025-03-08,SKU0006,221.0,0.0,16,180.0
2025-03-15,SKU0006,120.0,320.0,16,180.0
2025-03-22,SKU0006,334.0,0.0,16,180.0
2025-04-01,SKU0006,211.0,0.0,16,180.0
2025-04-08,SKU0006,95.0,450.0,16,180.0
2025-04-15,SKU0006,7.0,450.0,16,180.0
2025-04-22,SKU0006,397.0,0.0,16,180.0
2025-05-01,SKU0006,283.0,0.0,16,180.0
2025-05-08,SKU0006,175.0,426.0,16,180.0
2025-05-15,SKU0006,76.0,426.0,16,180.0
2025-05-22,SKU0006,404.0,0.0,16,180.0
2025-06-01,SKU0006,282.0,0.0,16,180.0
2025-06-08,SKU0006,188.0,0.0,16,180.0
2025-06-15,SKU0006,99.0,429.0,16,180.0
2025-06-22,SKU0006,424.0,0.0,16,180.0
2025-07-01,SKU0006,303.0,0.0,16,180.0
2025-07-08,SKU0006,241.0,0.0,16,180.0
2025-07-15,SKU0006,182.0,0.0,16,180.0
2025-07-22,SKU0006,102.0,346.0,16,180.0
2025-08-01,SKU0006,356.0,0.0,16,180.0
2025-08-08,SKU0006,289.0,0.0,16,180.0
2025-08-15,SKU0006,226.0,0.0,16,180.0
2025-08-22,SKU0006,134.0,389.0,16,180.0
2025-09-01,SKU0006,417.0,0.0,16,180.0
2025-09-08,SKU0006,354.0,0.0,16,180.0
2025-09-15,SKU0006,279.0,0.0,16,180.0
2025-09-22,SKU0006,235.0,0.0,16,180.0
2025-10-01,SKU0006,138.0,341.0,16,180.0
2025-10-08,SKU0006,96.0,341.0,16,180.0
2025-10-15,SKU0006,377.0,0.0,16,180.0
2025-10-22,SKU0006,270.0,0.0,16,180.0
2025-11-01,SKU0006,155.0,419.0,16,180.0
2025-11-08,SKU0006,109.0,419.0,16,180.0
2025-11-15,SKU0006,467.0,0.0,16,180.0
2025-11-22,SKU0006,395.0,0.0,16,180.0
2025-12-01,SKU0006,281.0,0.0,16,180.0
2025-12-08,SKU0006,198.0,0.0,16,180.0
2025-12-15,SKU0006,464.0,0.0,16,180.0
2025-12-22,SKU0006,408.0,0.0,16,180.0
2025-05-01,SKU0007,36.0,833.0,12,515.0
2025-05-08,SKU0007,1.0,833.0,12,515.0
2025-05-15,SKU0007,607.0,0.0,12,515.0
2025-05-22,SKU0007,1132.0,0.0,12,515.0
2025-06-01,SKU0007,729.0,0.0,12,515.0
2025-06-08,SKU0007,439.0,1220.0,12,515.0
2025-06-15,SKU0007,1326.0,0.0,12,515.0
2025-06-22,SKU0007,860.0,0.0,12,515.0
2025-07-01,SKU0007,485.0,1287.0,12,515.0
2025-07-08,SKU0007,242.0,1287.0,12,515.0
2025-07-15,SKU0007,1247.0,0.0,12,515.0
2025-07-22,SKU0007,951.0,0.0,12,515.0
2025-08-01,SKU0007,592.0,0.0,12,515.0
2025-08-08,SKU0007,303.0,779.0,12,515.0
2025-08-15,SKU0007,790.0,0.0,12,515.0
2025-08-22,SKU0007,511.0,803.0,12,515.0
2025-09-01,SKU0007,916.0,0.0,12,515.0
2025-09-08,SKU0007,683.0,0.0,12,515.0
2025-09-15,SKU0007,440.0,808.0,12,515.0
2025-09-22,SKU0007,1003.0,0.0,12,515.0
2025-10-01,SKU0007,677.0,0.0,12,515.0
2025-10-08,SKU0007,439.0,1234.0,12,515.0
2025-10-15,SKU0007,1417.0,0.0,12,515.0
2025-10-22,SKU0007,1047.0,0.0,12,515.0
2025-11-01,SKU0007,695.0,0.0,12,515.0
2025-11-08,SKU0007,449.0,1035.0,12,515.0
2025-11-15,SKU0007,196.0,1035.0,12,515.0
2025-11-22,SKU0007,971.0,0.0,12,515.0
2025-12-01,SKU0007,473.0,1274.0,12,515.0
2025-12-08,SKU0007,214.0,1274.0,12,515.0
2025-12-15,SKU0007,1198.0,0.0,12,515.0
2025-12-22,SKU0007,932.0,0.0,12,515.0
2024-03-08,SKU0008,82.0,188.0,8,95.0
2024-03-15,SKU0008,170.0,0.0,8,95.0
2024-03-22,SKU0008,257.0,0.0,8,95.0
2024-04-01,SKU0008,106.0,0.0,8,95.0
2024-04-08,SKU0008,206.0,0.0,8,95.0
2024-04-15,SKU0008,99.0,0.0,8,95.0
2024-04-22,SKU0008,148.0,0.0,8,95.0
2024-05-01,SKU0008,145.0,0.0,8,95.0
2024-05-08,SKU0008,197.0,0.0,8,95.0
2024-05-15,SKU0008,81.0,158.0,8,95.0
2024-05-22,SKU0008,120.0,0.0,8,95.0
2024-06-01,SKU0008,224.0,0.0,8,95.0
2024-06-08,SKU0008,122.0,0.0,8,95.0
2024-06-15,SKU0008,19.0,230.0,8,95.0
2024-06-22,SKU0008,114.0,0.0,8,95.0
2024-07-01,SKU0008,190.0,0.0,8,95.0
2024-07-08,SKU0008,102.0,0.0,8,95.0
2024-07-15,SKU0008,174.0,0.0,8,95.0
2024-07-22,SKU0008,94.0,225.0,8,95.0
2024-08-01,SKU0008,187.0,0.0,8,95.0
2024-08-08,SKU0008,116.0,0.0,8,95.0
2024-08-15,SKU0008,47.0,226.0,8,95.0
2024-08-22,SKU0008,209.0,0.0,8,95.0
2024-09-01,SKU0008,108.0,0.0,8,95.0
2024-09-08,SKU0008,200.0,0.0,8,95.0
2024-09-15,SKU0008,133.0,0.0,8,95.0
2024-09-22,SKU0008,244.0,0.0,8,95.0
2024-10-01,SKU0008,171.0,0.0,8,95.0
2024-10-08,SKU0008,115.0,0.0,8,95.0
2024-10-15,SKU0008,230.0,0.0,8,95.0
2024-10-22,SKU0008,142.0,0.0,8,95.0
2024-11-01,SKU0008,217.0,0.0,8,95.0
2024-11-08,SKU0008,146.0,0.0,8,95.0
2024-11-15,SKU0008,84.0,173.0,8,95.0
2024-11-22,SKU0008,201.0,0.0,8,95.0
2024-12-01,SKU0008,68.0,144.0,8,95.0
2024-12-08,SKU0008,138.0,0.0,8,95.0
2024-12-15,SKU0008,55.0,171.0,8,95.0
2024-12-22,SKU0008,157.0,0.0,8,95.0
2025-01-01,SKU0008,36.0,216.0,8,95.0
2025-01-08,SKU0008,109.0,0.0,8,95.0
2025-01-15,SKU0008,210.0,0.0,8,95.0
2025-01-22,SKU0008,102.0,0.0,8,95.0
2025-02-01,SKU0008,190.0,0.0,8,95.0
2025-02-08,SKU0008,73.0,160.0,8,95.0
2025-02-15,SKU0008,122.0,0.0,8,95.0
2025-02-22,SKU0008,233.0,0.0,8,95.0
2025-03-01,SKU0008,107.0,0.0,8,95.0
2025-03-08,SKU0008,170.0,0.0,8,95.0
2025-03-15,SKU0008,33.0,224.0,8,95.0
2025-03-22,SKU0008,122.0,0.0,8,95.0
2025-04-01,SKU0008,236.0,0.0,8,95.0
2025-04-08,SKU0008,95.0,202.0,8,95.0
2025-04-15,SKU0008,149.0,0.0,8,95.0
2025-04-22,SKU0008,8.0,229.0,8,95.0
2025-05-01,SKU0008,103.0,0.0,8,95.0
2025-05-08,SKU0008,128.0,0.0,8,95.0
2025-05-15,SKU0008,130.0,0.0,8,95.0
2025-05-22,SKU0008,150.0,0.0,8,95.0
2025-06-01,SKU0008,168.0,0.0,8,95.0
2025-06-08,SKU0008,41.0,192.0,8,95.0
2025-06-15,SKU0008,134.0,0.0,8,95.0
2025-06-22,SKU0008,181.0,0.0,8,95.0
2025-07-01,SKU0008,239.0,0.0,8,95.0
2025-07-08,SKU0008,131.0,0.0,8,95.0
2025-07-15,SKU0008,195.0,0.0,8,95.0
2025-07-22,SKU0008,90.0,215.0,8,95.0
2025-08-01,SKU0008,186.0,0.0,8,95.0
2025-08-08,SKU0008,98.0,0.0,8,95.0
2025-08-15,SKU0008,176.0,0.0,8,95.0
2025-08-22,SKU0008,90.0,146.0,8,95.0
2025-09-01,SKU0008,122.0,0.0,8,95.0
2025-09-08,SKU0008,253.0,0.0,8,95.0
2025-09-15,SKU0008,192.0,0.0,8,95.0
2025-09-22,SKU0008,111.0,0.0,8,95.0
2025-10-01,SKU0008,25.0,232.0,8,95.0
2025-10-08,SKU0008,184.0,0.0,8,95.0
2025-10-15,SKU0008,117.0,0.0,8,95.0
2025-10-22,SKU0008,202.0,0.0,8,95.0
2025-11-01,SKU0008,108.0,0.0,8,95.0
2025-11-08,SKU0008,33.0,229.0,8,95.0
2025-11-15,SKU0008,184.0,0.0,8,95.0
2025-11-22,SKU0008,109.0,0.0,8,95.0
2025-12-01,SKU0008,161.0,0.0,8,95.0
2025-12-08,SKU0008,69.0,226.0,8,95.0
2025-12-15,SKU0008,207.0,0.0,8,95.0
2025-12-22,SKU0008,113.0,0.0,8,95.0
2025-02-22,SKU0009,95.0,594.0,18,285.0
2025-03-01,SKU0009,0.0,594.0,18,285.0
2025-03-08,SKU0009,0.0,594.0,18,285.0
2025-03-15,SKU0009,465.0,0.0,18,285.0
2025-03-22,SKU0009,324.0,0.0,18,285.0
2025-04-01,SKU0009,764.0,0.0,18,285.0
2025-04-08,SKU0009,593.0,0.0,18,285.0
2025-04-15,SKU0009,430.0,0.0,18,285.0
2025-04-22,SKU0009,269.0,611.0,18,285.0
2025-05-01,SKU0009,54.0,611.0,18,285.0
2025-05-08,SKU0009,492.0,0.0,18,285.0
2025-05-15,SKU0009,337.0,0.0,18,285.0
2025-05-22,SKU0009,743.0,0.0,18,285.0
2025-06-01,SKU0009,543.0,0.0,18,285.0
2025-06-08,SKU0009,408.0,0.0,18,285.0
2025-06-15,SKU0009,244.0,436.0,18,285.0
2025-06-22,SKU0009,2.0,436.0,18,285.0
2025-07-01,SKU0009,356.0,0.0,18,285.0
2025-07-08,SKU0009,247.0,663.0,18,285.0
2025-07-15,SKU0009,786.0,0.0,18,285.0
2025-07-22,SKU0009,659.0,0.0,18,285.0
2025-08-01,SKU0009,505.0,0.0,18,285.0
2025-08-08,SKU0009,411.0,0.0,18,285.0
2025-08-15,SKU0009,333.0,0.0,18,285.0
2025-08-22,SKU0009,214.0,520.0,18,285.0
2025-09-01,SKU0009,87.0,520.0,18,285.0
2025-09-08,SKU0009,529.0,0.0,18,285.0
2025-09-15,SKU0009,474.0,0.0,18,285.0
2025-09-22,SKU0009,396.0,0.0,18,285.0
2025-10-01,SKU0009,310.0,0.0,18,285.0
2025-10-08,SKU0009,241.0,704.0,18,285.0
2025-10-15,SKU0009,882.0,0.0,18,285.0
2025-10-22,SKU0009,792.0,0.0,18,285.0
2025-11-01,SKU0009,706.0,0.0,18,285.0
2025-11-08,SKU0009,641.0,0.0,18,285.0
2025-11-15,SKU0009,572.0,0.0,18,285.0
2025-11-22,SKU0009,489.0,0.0,18,285.0
2025-12-01,SKU0009,352.0,0.0,18,285.0
2025-12-08,SKU0009,284.0,647.0,18,285.0
2025-12-15,SKU0009,215.0,647.0,18,285.0
2025-12-22,SKU0009,142.0,647.0,18,285.0
2024-07-15,SKU0010,245.0,1382.0,20,424.0
2024-07-22,SKU0010,110.0,1382.0,20,424.0
2024-08-01,SKU0010,1383.0,0.0,20,424.0
2024-08-08,SKU0010,1221.0,0.0,20,424.0
2024-08-15,SKU0010,1041.0,0.0,20,424.0
2024-08-22,SKU0010,876.0,0.0,20,424.0
2024-09-01,SKU0010,655.0,0.0,20,424.0
2024-09-08,SKU0010,510.0,0.0,20,424.0
2024-09-15,SKU0010,358.0,2041.0,20,424.0
2024-09-22,SKU0010,186.0,2041.0,20,424.0
